사용일자,노선명,역명,승차총승객수,하차총승객수,등록일자
2021-02-26,중앙선,상봉(시외버스터미널),5810,6156,2021-03-01
2021-02-26,중앙선,망우,7467,7238,2021-03-01
2021-02-26,중앙선,양원,1515,1480,2021-03-01
2021-02-26,중앙선,구리,13419,13806,2021-03-01
2021-02-26,중앙선,도농,9663,8902,2021-03-01
2021-02-26,중앙선,양정,729,642,2021-03-01
2021-02-26,중앙선,덕소,5576,5590,2021-03-01
2021-02-26,중앙선,도심,2279,1793,2021-03-01
2021-02-26,중앙선,팔당,897,886,2021-03-01
2021-02-26,중앙선,운길산,766,720,2021-03-01
2021-02-26,중앙선,양수,1694,1782,2021-03-01
2021-02-26,중앙선,신원,192,167,2021-03-01
2021-02-26,중앙선,국수,656,659,2021-03-01
2021-02-26,중앙선,아신,533,540,2021-03-01
2021-02-26,중앙선,오빈,260,248,2021-03-01
2021-02-26,중앙선,양평,2504,2628,2021-03-01
2021-02-26,중앙선,원덕,314,288,2021-03-01
2021-02-26,중앙선,용문,1494,1698,2021-03-01
2021-02-26,중앙선,지평,56,53,2021-03-01
2021-02-27,7호선,신풍,7547,7312,2021-03-02
2021-02-27,1호선,서울역,26442,28588,2021-03-02
2021-02-27,1호선,동묘앞,11380,11950,2021-03-02
2021-02-27,1호선,시청,8899,9000,2021-03-02
2021-02-27,1호선,종각,16747,15236,2021-03-02
2021-02-27,1호선,종로3가,20695,19485,2021-03-02
2021-02-27,1호선,종로5가,16608,16859,2021-03-02
2021-02-27,1호선,동대문,10170,9424,2021-03-02
2021-02-27,1호선,신설동,9053,8671,2021-03-02
2021-02-27,1호선,제기동,14004,14303,2021-03-02
2021-02-27,1호선,청량리(서울시립대입구),17096,17057,2021-03-02
2021-02-27,2호선,시청,7683,6570,2021-03-02
2021-02-27,2호선,을지로입구,19125,18834,2021-03-02
2021-02-27,2호선,을지로3가,9235,9162,2021-03-02
2021-02-27,2호선,을지로4가,6646,6760,2021-03-02
2021-02-27,2호선,동대문역사문화공원(DDP),9395,9940,2021-03-02
2021-02-27,2호선,신당,10203,10626,2021-03-02
2021-02-27,2호선,상왕십리,9030,8435,2021-03-02
2021-02-27,2호선,왕십리(성동구청),12271,10487,2021-03-02
2021-02-27,2호선,한양대,3486,3490,2021-03-02
2021-02-27,2호선,뚝섬,12712,13287,2021-03-02
2021-02-27,2호선,성수,16529,18498,2021-03-02
2021-02-27,2호선,건대입구,30672,32163,2021-03-02
2021-02-27,2호선,구의(광진구청),15049,14453,2021-03-02
2021-02-27,2호선,강변(동서울터미널),24315,26386,2021-03-02
2021-02-27,2호선,잠실나루,6671,6460,2021-03-02
2021-02-27,2호선,잠실(송파구청),56574,53383,2021-03-02
2021-02-27,2호선,잠실새내,15103,15807,2021-03-02
2021-02-27,2호선,종합운동장,4335,4607,2021-03-02
2021-02-27,2호선,삼성(무역센터),26483,27124,2021-03-02
2021-02-27,2호선,선릉,21905,19682,2021-03-02
2021-02-27,2호선,역삼,17334,18967,2021-03-02
2021-02-27,2호선,강남,57464,57150,2021-03-02
2021-02-27,2호선,교대(법원.검찰청),16107,17744,2021-03-02
2021-02-27,2호선,서초,9989,8664,2021-03-02
2021-02-27,2호선,방배,9221,9429,2021-03-02
2021-02-27,2호선,사당,26767,29730,2021-03-02
2021-02-27,2호선,낙성대(강감찬),19810,18126,2021-03-02
2021-02-27,2호선,서울대입구(관악구청),35583,34114,2021-03-02
2021-02-27,2호선,봉천,15908,14680,2021-03-02
2021-02-27,2호선,신림,47205,44450,2021-03-02
2021-02-27,2호선,신대방,18497,17845,2021-03-02
2021-02-27,2호선,구로디지털단지,32169,31547,2021-03-02
2021-02-27,2호선,대림(구로구청),16660,17872,2021-03-02
2021-02-27,2호선,신도림,38297,38679,2021-03-02
2021-02-27,2호선,문래,11285,11596,2021-03-02
2021-02-27,2호선,영등포구청,11645,11883,2021-03-02
2021-02-27,2호선,당산,12042,12916,2021-03-02
2021-02-27,2호선,합정,25124,27068,2021-03-02
2021-02-27,2호선,홍대입구,56129,60023,2021-03-02
2021-02-27,2호선,신촌,26571,26397,2021-03-02
2021-02-27,2호선,이대,8990,9133,2021-03-02
2021-02-27,2호선,아현,6833,6747,2021-03-02
2021-02-27,2호선,충정로(경기대입구),5304,5593,2021-03-02
2021-02-27,2호선,용답,1887,1853,2021-03-02
2021-02-27,2호선,신답,967,1025,2021-03-02
2021-02-27,2호선,신설동,3194,3096,2021-03-02
2021-02-27,2호선,도림천,783,797,2021-03-02
2021-02-27,2호선,양천구청,4200,4354,2021-03-02
2021-02-27,2호선,신정네거리,6602,6617,2021-03-02
2021-02-27,2호선,용두(동대문구청),1579,1516,2021-03-02
2021-02-27,3호선,지축,2363,2261,2021-03-02
2021-02-27,3호선,구파발,14033,13816,2021-03-02
2021-02-27,3호선,연신내,28642,26953,2021-03-02
2021-02-27,3호선,불광,12369,13988,2021-03-02
2021-02-27,3호선,녹번,9145,7997,2021-03-02
2021-02-27,3호선,홍제,12152,11330,2021-03-02
2021-02-27,3호선,무악재,2445,2493,2021-03-02
2021-02-27,3호선,독립문,5342,5872,2021-03-02
2021-02-27,3호선,경복궁(정부서울청사),13348,14486,2021-03-02
2021-02-27,3호선,안국,12124,14050,2021-03-02
2021-02-27,3호선,종로3가,4972,7357,2021-03-02
2021-02-27,3호선,을지로3가,4543,5077,2021-03-02
2021-02-27,3호선,동대입구,5170,5946,2021-03-02
2021-02-27,3호선,약수,8624,8126,2021-03-02
2021-02-27,3호선,금호,5808,5251,2021-03-02
2021-02-27,3호선,옥수,6848,6922,2021-03-02
2021-02-27,3호선,압구정,24487,25075,2021-03-02
2021-02-27,3호선,신사,25333,25843,2021-03-02
2021-02-27,3호선,잠원,3594,3564,2021-03-02
2021-02-27,3호선,고속터미널,44514,47278,2021-03-02
2021-02-27,3호선,교대(법원.검찰청),6068,3661,2021-03-02
2021-02-27,3호선,남부터미널(예술의전당),19978,20825,2021-03-02
2021-02-27,3호선,양재(서초구청),18127,19512,2021-03-02
2021-02-27,3호선,매봉,5512,5342,2021-03-02
2021-02-27,3호선,도곡,3162,3183,2021-03-02
2021-02-27,3호선,대치,8910,7871,2021-03-02
2021-02-27,3호선,학여울,1987,2039,2021-03-02
2021-02-27,3호선,대청,5293,4788,2021-03-02
2021-02-27,3호선,일원,4327,4202,2021-03-02
2021-02-27,3호선,수서,11364,12004,2021-03-02
2021-02-27,3호선,가락시장,5898,5629,2021-03-02
2021-02-27,3호선,경찰병원,3775,3704,2021-03-02
2021-02-27,3호선,오금,3714,3493,2021-03-02
2021-02-27,4호선,수유(강북구청),24717,24343,2021-03-02
2021-02-27,4호선,미아(서울사이버대학),10268,9647,2021-03-02
2021-02-27,4호선,미아사거리,20725,19933,2021-03-02
2021-02-27,4호선,길음,13167,12300,2021-03-02
2021-02-27,4호선,성신여대입구(돈암),15588,14706,2021-03-02
2021-02-27,4호선,한성대입구(삼선교),9727,9328,2021-03-02
2021-02-27,4호선,혜화,23939,24648,2021-03-02
2021-02-27,4호선,동대문,13590,13952,2021-03-02
2021-02-27,4호선,동대문역사문화공원(DDP),10555,9163,2021-03-02
2021-02-27,4호선,충무로,11616,12090,2021-03-02
2021-02-27,4호선,명동,12136,13652,2021-03-02
2021-02-27,4호선,회현(남대문시장),16300,17728,2021-03-02
2021-02-27,4호선,서울역,4746,11221,2021-03-02
2021-02-27,4호선,숙대입구(갈월),8049,7808,2021-03-02
2021-02-27,4호선,삼각지,2516,3267,2021-03-02
2021-02-27,4호선,신용산,8564,9269,2021-03-02
2021-02-27,4호선,이촌(국립중앙박물관),5388,6069,2021-03-02
2021-02-27,4호선,동작(현충원),2267,2272,2021-03-02
2021-02-27,4호선,총신대입구(이수),13522,14597,2021-03-02
2021-02-27,4호선,사당,18199,15623,2021-03-02
2021-02-27,4호선,남태령,913,651,2021-03-02
2021-02-27,4호선,당고개,9073,8558,2021-03-02
2021-02-27,4호선,상계,13038,12357,2021-03-02
2021-02-27,4호선,노원,15499,16651,2021-03-02
2021-02-27,4호선,창동,18566,19559,2021-03-02
2021-02-27,4호선,쌍문,20433,18513,2021-03-02
2021-02-27,5호선,방화,4451,4208,2021-03-02
2021-02-27,5호선,개화산,3469,3453,2021-03-02
2021-02-27,5호선,김포공항,6841,6966,2021-03-02
2021-02-27,5호선,송정,4870,4723,2021-03-02
2021-02-27,5호선,마곡,4466,4392,2021-03-02
2021-02-27,5호선,발산,12167,12840,2021-03-02
2021-02-27,5호선,우장산,8963,8915,2021-03-02
2021-02-27,5호선,화곡,19150,17636,2021-03-02
2021-02-27,5호선,까치산,20172,19380,2021-03-02
2021-02-27,5호선,신정(은행정),8481,7286,2021-03-02
2021-02-27,5호선,목동,10922,10887,2021-03-02
2021-02-27,5호선,오목교(목동운동장앞),15935,16735,2021-03-02
2021-02-27,5호선,양평,3482,3322,2021-03-02
2021-02-27,5호선,영등포구청,1916,1973,2021-03-02
2021-02-27,5호선,영등포시장,6959,7417,2021-03-02
2021-02-27,5호선,신길,2464,2623,2021-03-02
2021-02-27,5호선,여의도,15387,14654,2021-03-02
2021-02-27,5호선,여의나루,16216,19325,2021-03-02
2021-02-27,5호선,마포,6895,7115,2021-03-02
2021-02-27,5호선,공덕,6865,7310,2021-03-02
2021-02-27,5호선,애오개,3544,3363,2021-03-02
2021-02-27,5호선,충정로(경기대입구),1892,1691,2021-03-02
2021-02-27,5호선,서대문,6518,6265,2021-03-02
2021-02-27,5호선,광화문(세종문화회관),13922,13808,2021-03-02
2021-02-27,5호선,종로3가,10933,11254,2021-03-02
2021-02-27,5호선,을지로4가,3243,3584,2021-03-02
2021-02-27,5호선,동대문역사문화공원(DDP),951,1235,2021-03-02
2021-02-27,5호선,청구,2369,2163,2021-03-02
2021-02-27,5호선,신금호,3860,3929,2021-03-02
2021-02-27,5호선,행당,5365,4604,2021-03-02
2021-02-27,5호선,왕십리(성동구청),3331,3874,2021-03-02
2021-02-27,5호선,마장,3625,3424,2021-03-02
2021-02-27,5호선,답십리,9737,8966,2021-03-02
2021-02-27,5호선,장한평,10269,9932,2021-03-02
2021-02-27,5호선,군자(능동),7960,8594,2021-03-02
2021-02-27,5호선,아차산(어린이대공원후문),11990,11805,2021-03-02
2021-02-27,5호선,광나루(장신대),9561,9155,2021-03-02
2021-02-27,5호선,천호(풍납토성),15773,15273,2021-03-02
2021-02-27,5호선,강동,12541,11611,2021-03-02
2021-02-27,5호선,길동,5548,5620,2021-03-02
2021-02-27,5호선,굽은다리(강동구민회관앞),6392,5943,2021-03-02
2021-02-27,5호선,명일,5712,5709,2021-03-02
2021-02-27,5호선,고덕,5520,5438,2021-03-02
2021-02-27,5호선,상일동,9946,9225,2021-03-02
2021-02-27,5호선,둔촌동,5828,5835,2021-03-02
2021-02-27,5호선,올림픽공원(한국체대),2630,2375,2021-03-02
2021-02-27,5호선,방이,4744,4577,2021-03-02
2021-02-27,5호선,오금,2445,2154,2021-03-02
2021-02-27,5호선,개롱,4225,4333,2021-03-02
2021-02-27,5호선,거여,5043,4780,2021-03-02
2021-02-27,5호선,마천,4262,4330,2021-03-02
2021-02-27,5호선,미사,9401,9171,2021-03-02
2021-02-27,5호선,하남풍산,3322,3487,2021-03-02
2021-02-27,6호선,응암,11908,11771,2021-03-02
2021-02-27,6호선,역촌,2405,2749,2021-03-02
2021-02-27,6호선,불광,3735,3654,2021-03-02
2021-02-27,6호선,독바위,1947,2301,2021-03-02
2021-02-27,6호선,연신내,1,0,2021-03-02
2021-02-27,6호선,구산,4937,3808,2021-03-02
2021-02-27,6호선,새절(신사),8445,8067,2021-03-02
2021-02-27,6호선,증산(명지대앞),7153,7065,2021-03-02
2021-02-27,6호선,디지털미디어시티,6794,7009,2021-03-02
2021-02-27,6호선,월드컵경기장(성산),4655,4600,2021-03-02
2021-02-27,6호선,마포구청,9088,7821,2021-03-02
2021-02-27,6호선,망원,12427,13781,2021-03-02
2021-02-27,6호선,합정,11741,10523,2021-03-02
2021-02-27,6호선,상수,6966,8276,2021-03-02
2021-02-27,6호선,광흥창(서강),4798,4466,2021-03-02
2021-02-27,6호선,대흥(서강대앞),4745,4673,2021-03-02
2021-02-27,6호선,공덕,9615,9330,2021-03-02
2021-02-27,6호선,효창공원앞,4373,3929,2021-03-02
2021-02-27,6호선,삼각지,4158,3153,2021-03-02
2021-02-27,6호선,녹사평(용산구청),4695,5021,2021-03-02
2021-02-27,6호선,이태원,10489,10618,2021-03-02
2021-02-27,6호선,한강진,7247,8842,2021-03-02
2021-02-27,6호선,버티고개,1457,1505,2021-03-02
2021-02-27,6호선,약수,2273,2228,2021-03-02
2021-02-27,6호선,청구,2442,2307,2021-03-02
2021-02-27,6호선,신당,5558,4549,2021-03-02
2021-02-27,6호선,동묘앞,7689,7152,2021-03-02
2021-02-27,6호선,창신,2066,1784,2021-03-02
2021-02-27,6호선,보문,4843,4344,2021-03-02
2021-02-27,6호선,안암(고대병원앞),6253,6145,2021-03-02
2021-02-27,6호선,고려대(종암),5313,4913,2021-03-02
2021-02-27,6호선,월곡(동덕여대),7096,6952,2021-03-02
2021-02-27,6호선,상월곡(한국과학기술연구원),3811,3249,2021-03-02
2021-02-27,6호선,돌곶이,5594,5159,2021-03-02
2021-02-27,6호선,석계,8518,8298,2021-03-02
2021-02-27,6호선,태릉입구,3922,4181,2021-03-02
2021-02-27,6호선,화랑대(서울여대입구),6276,5375,2021-03-02
2021-02-27,6호선,봉화산(서울의료원),4918,4715,2021-03-02
2021-02-27,7호선,장암,1573,1041,2021-03-02
2021-02-27,7호선,도봉산,6260,9025,2021-03-02
2021-02-27,7호선,수락산,10067,9843,2021-03-02
2021-02-27,7호선,마들,8202,7746,2021-03-02
2021-02-27,7호선,노원,14778,15353,2021-03-02
2021-02-27,7호선,중계,8675,7651,2021-03-02
2021-02-27,7호선,하계,11663,10835,2021-03-02
2021-02-27,7호선,공릉(서울과학기술대),8135,8165,2021-03-02
2021-02-27,7호선,태릉입구,6007,5425,2021-03-02
2021-02-27,7호선,먹골,7390,7347,2021-03-02
2021-02-27,7호선,중화,7412,7045,2021-03-02
2021-02-27,7호선,상봉(시외버스터미널),12677,11842,2021-03-02
2021-02-27,7호선,면목,10468,10079,2021-03-02
2021-02-27,7호선,사가정,11935,11562,2021-03-02
2021-02-27,7호선,용마산(용마폭포공원),4271,4354,2021-03-02
2021-02-27,7호선,중곡,6533,6025,2021-03-02
2021-02-27,7호선,군자(능동),10131,7547,2021-03-02
2021-02-27,7호선,어린이대공원(세종대),8310,7996,2021-03-02
2021-02-27,7호선,건대입구,10007,10032,2021-03-02
2021-02-27,7호선,뚝섬유원지,9167,8799,2021-03-02
2021-02-27,7호선,청담,11025,11945,2021-03-02
2021-02-27,7호선,강남구청,9340,10422,2021-03-02
2021-02-27,7호선,학동,10537,11341,2021-03-02
2021-02-27,7호선,논현,11049,11736,2021-03-02
2021-02-27,7호선,반포,4260,3958,2021-03-02
2021-02-27,7호선,고속터미널,12903,10234,2021-03-02
2021-02-27,7호선,내방,7384,7300,2021-03-02
2021-02-27,7호선,이수,11401,10499,2021-03-02
2021-02-27,7호선,남성,7407,6776,2021-03-02
2021-02-27,7호선,숭실대입구(살피재),7457,7504,2021-03-02
2021-02-27,7호선,상도,6777,6381,2021-03-02
2021-02-27,7호선,장승배기,6793,6480,2021-03-02
2021-02-27,7호선,신대방삼거리,10892,9910,2021-03-02
2021-02-27,7호선,보라매,6228,5910,2021-03-02
2021-02-27,7호선,대림(구로구청),6288,6608,2021-03-02
2021-02-27,7호선,남구로,7986,8465,2021-03-02
2021-02-27,7호선,가산디지털단지,14389,13127,2021-03-02
2021-02-27,7호선,철산,14053,14235,2021-03-02
2021-02-27,7호선,광명사거리,15629,15535,2021-03-02
2021-02-27,7호선,천왕,6257,5947,2021-03-02
2021-02-27,7호선,온수(성공회대입구),5545,5335,2021-03-02
2021-02-27,7호선,까치울,4877,4859,2021-03-02
2021-02-27,7호선,부천종합운동장,2894,2639,2021-03-02
2021-02-27,7호선,춘의,4755,4599,2021-03-02
2021-02-27,7호선,신중동,9070,8760,2021-03-02
2021-02-27,7호선,부천시청,8736,8692,2021-03-02
2021-02-27,7호선,상동,9177,9326,2021-03-02
2021-02-27,7호선,삼산체육관,3158,3001,2021-03-02
2021-02-27,7호선,굴포천,5967,6167,2021-03-02
2021-02-27,7호선,부평구청,6727,5876,2021-03-02
2021-02-27,8호선,암사,12001,11048,2021-03-02
2021-02-27,8호선,천호(풍납토성),11788,13560,2021-03-02
2021-02-27,8호선,강동구청,5848,5766,2021-03-02
2021-02-27,8호선,몽촌토성(평화의문),3938,3960,2021-03-02
2021-02-27,8호선,잠실(송파구청),11415,12852,2021-03-02
2021-02-27,8호선,석촌,5561,6643,2021-03-02
2021-02-27,8호선,송파,4970,5016,2021-03-02
2021-02-27,8호선,가락시장,5364,5337,2021-03-02
2021-02-27,8호선,문정,8106,8274,2021-03-02
2021-02-27,8호선,장지,11617,11011,2021-03-02
2021-02-27,8호선,복정,6603,5612,2021-03-02
2021-02-27,8호선,산성,4884,4945,2021-03-02
2021-02-27,8호선,남한산성입구(성남법원.검찰청),8742,7881,2021-03-02
2021-02-27,8호선,단대오거리,7047,6495,2021-03-02
2021-02-27,8호선,신흥,3524,3682,2021-03-02
2021-02-27,8호선,수진,3821,3448,2021-03-02
2021-02-27,8호선,모란,3233,2775,2021-03-02
2021-02-27,9호선,개화,1393,1112,2021-03-02
2021-02-27,9호선,김포공항,7287,12305,2021-03-02
2021-02-27,9호선,공항시장,2067,2241,2021-03-02
2021-02-27,9호선,신방화,4438,4203,2021-03-02
2021-02-27,9호선,마곡나루(서울식물원),7320,7157,2021-03-02
2021-02-27,9호선,양천향교,5515,5195,2021-03-02
2021-02-27,9호선,가양,13481,12798,2021-03-02
2021-02-27,9호선,증미,4075,3973,2021-03-02
2021-02-27,9호선,등촌,6829,6561,2021-03-02
2021-02-27,9호선,염창,10974,10138,2021-03-02
2021-02-27,9호선,신목동,2047,1854,2021-03-02
2021-02-27,9호선,선유도,3653,3650,2021-03-02
2021-02-27,9호선,당산,12328,11117,2021-03-02
2021-02-27,9호선,국회의사당,3937,3970,2021-03-02
2021-02-27,9호선,여의도,16512,15801,2021-03-02
2021-02-27,9호선,샛강,2498,2297,2021-03-02
2021-02-27,9호선,노량진,18904,18983,2021-03-02
2021-02-27,9호선,노들,3053,2604,2021-03-02
2021-02-27,9호선,흑석(중앙대입구),5295,5277,2021-03-02
2021-02-27,9호선,동작(현충원),1445,1195,2021-03-02
2021-02-27,9호선,구반포,2015,2191,2021-03-02
2021-02-27,9호선,신반포,2295,2268,2021-03-02
2021-02-27,9호선,고속터미널,11120,16478,2021-03-02
2021-02-27,9호선,사평,1962,1883,2021-03-02
2021-02-27,9호선,신논현,25437,25242,2021-03-02
2021-02-27,9호선2~3단계,언주,5476,5365,2021-03-02
2021-02-27,9호선2~3단계,선정릉,4944,5498,2021-03-02
2021-02-27,9호선2~3단계,삼성중앙,2841,2872,2021-03-02
2021-02-27,9호선2~3단계,봉은사,9695,10084,2021-03-02
2021-02-27,9호선2~3단계,종합운동장,2727,2521,2021-03-02
2021-02-27,9호선2~3단계,삼전,4700,4251,2021-03-02
2021-02-27,9호선2~3단계,석촌고분,3937,3719,2021-03-02
2021-02-27,9호선2~3단계,석촌,5893,4900,2021-03-02
2021-02-27,9호선2~3단계,송파나루,3552,3813,2021-03-02
2021-02-27,9호선2~3단계,한성백제,1777,1444,2021-03-02
2021-02-27,9호선2~3단계,올림픽공원(한국체대),3845,3856,2021-03-02
2021-02-27,9호선2~3단계,둔촌오륜,627,569,2021-03-02
2021-02-27,9호선2~3단계,중앙보훈병원,4012,3675,2021-03-02
2021-02-27,경강선,판교,2647,2544,2021-03-02
2021-02-27,경강선,이매,782,556,2021-03-02
2021-02-27,경강선,삼동,1392,1266,2021-03-02
2021-02-27,경강선,경기광주,4750,4494,2021-03-02
2021-02-27,경강선,초월,2147,1941,2021-03-02
2021-02-27,경강선,곤지암,1673,1723,2021-03-02
2021-02-27,경강선,신둔도예촌,939,915,2021-03-02
2021-02-27,경강선,이천,2405,2562,2021-03-02
2021-02-27,경강선,부발,1683,1380,2021-03-02
2021-02-27,경강선,세종대왕릉,267,306,2021-03-02
2021-02-27,경강선,여주,1790,2110,2021-03-02
2021-02-27,경부선,서울역,5215,1627,2021-03-02
2021-02-27,경부선,남영,5450,5583,2021-03-02
2021-02-27,경부선,용산,27766,31588,2021-03-02
2021-02-27,경부선,노량진,7989,7282,2021-03-02
2021-02-27,경부선,대방,7656,7506,2021-03-02
2021-02-27,경부선,영등포,36100,37963,2021-03-02
2021-02-27,경부선,신도림,2729,2831,2021-03-02
2021-02-27,경부선,신길,6098,4896,2021-03-02
2021-02-27,경부선,구로,12703,13201,2021-03-02
2021-02-27,경부선,가산디지털단지,5770,7658,2021-03-02
2021-02-27,경부선,금천구청,7868,7836,2021-03-02
2021-02-27,경부선,석수,6735,6513,2021-03-02
2021-02-27,경부선,관악,5692,5341,2021-03-02
2021-02-27,경부선,안양,16828,16766,2021-03-02
2021-02-27,경부선,명학,4900,4683,2021-03-02
2021-02-27,경부선,금정,17169,16976,2021-03-02
2021-02-27,경부선,군포,4016,3741,2021-03-02
2021-02-27,경부선,의왕,5680,5497,2021-03-02
2021-02-27,경부선,성균관대,9600,9620,2021-03-02
2021-02-27,경부선,화서,4805,4887,2021-03-02
2021-02-27,경부선,수원,34763,37869,2021-03-02
2021-02-27,경부선,독산,8015,8179,2021-03-02
2021-02-27,경부선,세류,2358,2310,2021-03-02
2021-02-27,경부선,병점,10997,10758,2021-03-02
2021-02-27,경부선,세마,1914,1731,2021-03-02
2021-02-27,경부선,오산대,2446,2352,2021-03-02
2021-02-27,경부선,오산,8804,8107,2021-03-02
2021-02-27,경부선,진위,994,871,2021-03-02
2021-02-27,경부선,송탄,4303,3803,2021-03-02
2021-02-27,경부선,서정리,5841,4776,2021-03-02
2021-02-27,경부선,지제,2555,2408,2021-03-02
2021-02-27,경부선,평택,11907,11389,2021-03-02
2021-02-27,경부선,성환,2587,2387,2021-03-02
2021-02-27,경부선,직산,601,559,2021-03-02
2021-02-27,경부선,두정,4335,4556,2021-03-02
2021-02-27,경부선,천안,5141,5493,2021-03-02
2021-02-27,경부선,당정,3786,3520,2021-03-02
2021-02-27,경부선,서동탄,969,977,2021-03-02
2021-02-27,경부선,광명,2166,2286,2021-03-02
2021-02-27,경원선,이촌(국립중앙박물관),3052,2162,2021-03-02
2021-02-27,경원선,서빙고,1258,1114,2021-03-02
2021-02-27,경원선,한남,2666,2587,2021-03-02
2021-02-27,경원선,옥수,46,27,2021-03-02
2021-02-27,경원선,응봉,1391,1166,2021-03-02
2021-02-27,경원선,왕십리(성동구청),11304,12667,2021-03-02
2021-02-27,경원선,청량리(서울시립대입구),13986,16037,2021-03-02
2021-02-27,경원선,외대앞,5513,5243,2021-03-02
2021-02-27,경원선,신이문,5849,5373,2021-03-02
2021-02-27,경원선,석계,6307,6673,2021-03-02
2021-02-27,경원선,광운대,5306,5194,2021-03-02
2021-02-27,경원선,월계,4404,4135,2021-03-02
2021-02-27,경원선,녹천,3075,2543,2021-03-02
2021-02-27,경원선,창동,2,0,2021-03-02
2021-02-27,경원선,방학,6871,6722,2021-03-02
2021-02-27,경원선,도봉,4155,3914,2021-03-02
2021-02-27,경원선,도봉산,9503,6359,2021-03-02
2021-02-27,경원선,망월사,5111,5272,2021-03-02
2021-02-27,경원선,회룡,8962,8926,2021-03-02
2021-02-27,경원선,의정부,16498,17311,2021-03-02
2021-02-27,경원선,가능,4752,4466,2021-03-02
2021-02-27,경원선,녹양,3309,3189,2021-03-02
2021-02-27,경원선,양주,5747,5548,2021-03-02
2021-02-27,경원선,덕계,2007,1849,2021-03-02
2021-02-27,경원선,덕정,3972,3758,2021-03-02
2021-02-27,경원선,지행,5007,4873,2021-03-02
2021-02-27,경원선,동두천중앙,2316,2282,2021-03-02
2021-02-27,경원선,보산,1727,1684,2021-03-02
2021-02-27,경원선,동두천,1340,1741,2021-03-02
2021-02-27,경원선,소요산,3723,3168,2021-03-02
2021-02-27,경의선,서울역,1215,1326,2021-03-02
2021-02-27,경의선,신촌,313,324,2021-03-02
2021-02-27,경의선,효창공원앞,1626,1788,2021-03-02
2021-02-27,경의선,공덕,2319,1814,2021-03-02
2021-02-27,경의선,서강대,1559,1483,2021-03-02
2021-02-27,경의선,홍대입구,1711,2031,2021-03-02
2021-02-27,경의선,가좌,3522,3509,2021-03-02
2021-02-27,경의선,디지털미디어시티,1766,1545,2021-03-02
2021-02-27,경의선,수색,1246,1218,2021-03-02
2021-02-27,경의선,화전,931,917,2021-03-02
2021-02-27,경의선,강매,1829,1700,2021-03-02
2021-02-27,경의선,행신,4790,4950,2021-03-02
2021-02-27,경의선,능곡,2604,2528,2021-03-02
2021-02-27,경의선,곡산,338,353,2021-03-02
2021-02-27,경의선,백마,4106,3864,2021-03-02
2021-02-27,경의선,풍산,3930,3821,2021-03-02
2021-02-27,경의선,일산,5636,5556,2021-03-02
2021-02-27,경의선,탄현,4792,4774,2021-03-02
2021-02-27,경의선,야당,4770,4524,2021-03-02
2021-02-27,경의선,운정,4086,3906,2021-03-02
2021-02-27,경의선,금릉,3400,3240,2021-03-02
2021-02-27,경의선,금촌,5044,4781,2021-03-02
2021-02-27,경의선,월롱,1202,1056,2021-03-02
2021-02-27,경의선,파주,747,581,2021-03-02
2021-02-27,경의선,문산,4188,4025,2021-03-02
2021-02-27,경의선,임진강,68,32,2021-03-02
2021-02-27,경인선,개봉,15487,15017,2021-03-02
2021-02-27,경인선,오류동,8675,7984,2021-03-02
2021-02-27,경인선,역곡,18821,18624,2021-03-02
2021-02-27,경인선,부천,27726,28450,2021-03-02
2021-02-27,경인선,송내,17094,16949,2021-03-02
2021-02-27,경인선,부평,28124,30605,2021-03-02
2021-02-27,경인선,백운,5199,5074,2021-03-02
2021-02-27,경인선,동암,12006,12185,2021-03-02
2021-02-27,경인선,주안,14767,13165,2021-03-02
2021-02-27,경인선,제물포,6961,6700,2021-03-02
2021-02-27,경인선,동인천,11213,10915,2021-03-02
2021-02-27,경인선,인천,4412,3884,2021-03-02
2021-02-27,경인선,구일,4457,4123,2021-03-02
2021-02-27,경인선,소사,7460,7130,2021-03-02
2021-02-27,경인선,부개,5953,5517,2021-03-02
2021-02-27,경인선,간석,4098,3927,2021-03-02
2021-02-27,경인선,도원,2032,2092,2021-03-02
2021-02-27,경인선,온수(성공회대입구),4535,4249,2021-03-02
2021-02-27,경인선,중동,6113,5711,2021-03-02
2021-02-27,경인선,도화,2950,2660,2021-03-02
2021-02-27,경춘선,신내,1037,1088,2021-03-02
2021-02-27,경춘선,갈매,1786,1548,2021-03-02
2021-02-27,경춘선,별내,1951,1935,2021-03-02
2021-02-27,경춘선,퇴계원,2453,2323,2021-03-02
2021-02-27,경춘선,사릉,2125,2071,2021-03-02
2021-02-27,경춘선,금곡,1058,1008,2021-03-02
2021-02-27,경춘선,평내호평,4305,4242,2021-03-02
2021-02-27,경춘선,천마산,1294,1303,2021-03-02
2021-02-27,경춘선,마석,2842,2817,2021-03-02
2021-02-27,경춘선,대성리,613,506,2021-03-02
2021-02-27,경춘선,청평,1448,1614,2021-03-02
2021-02-27,경춘선,상천,333,300,2021-03-02
2021-02-27,경춘선,가평,1665,1817,2021-03-02
2021-02-27,경춘선,굴봉산,137,171,2021-03-02
2021-02-27,경춘선,백양리,199,194,2021-03-02
2021-02-27,경춘선,강촌,589,577,2021-03-02
2021-02-27,경춘선,김유정,550,619,2021-03-02
2021-02-27,경춘선,남춘천,2685,2915,2021-03-02
2021-02-27,경춘선,춘천,1585,1564,2021-03-02
2021-02-27,공항철도 1호선,서울역,6222,6895,2021-03-02
